absolute_magnitude,velocity,diameter_min,diameter_max,miss_distance_au,is_hazardous
26.9,26.5509255762,0.011080388200000001,0.0247765013,0.479141756,0
21.75,21.8336419517,0.1187284988,0.2654849942,0.1457541728,0
21.73,21.8436875333,0.11982708010000001,0.2679414966,0.1457702864,0
22.11,14.5278596145,0.100590039,0.22492616510000002,0.1193906609,0
22.16,7.7084332714,0.09830033020000001,0.2198062205,0.0822718113,0
25.1,11.569203976,0.025383702900000003,0.0567596853,0.266230725,0
22.34,26.1254135042,0.0904804968,0.2023205415,0.3792260558,0
22.9,15.0777144903,0.0699125232,0.1563291544,0.2993617316,0
26.1,11.7173474999,0.0160160338,0.0358129403,0.2027500589,0
25.3,9.9232340496,0.023150212200000003,0.0517654482,0.0462084618,0
26.3,26.4724114291,0.0146067964,0.0326617897,0.4823221039,0
27.4,18.2830043948,0.0088014652,0.019680674500000002,0.4952273598,0
24.7,17.7913534994,0.0305179233,0.0682401509,0.3435123293,0
23.2,16.3815880517,0.060891262200000004,0.1361570015,0.0337028789,0
25.4,14.1369290299,0.022108281,0.049435619300000004,0.1622238161,0
27.1,9.9368459615,0.010105434200000001,0.0225964377,0.327560252,0
24.64,11.797074683,0.031372922500000004,0.0701519874,0.2739835857,0
24.26,13.1404929752,0.0373727432,0.0835679943,0.1363612203,0
25.04,15.2109133457,0.0260948603,0.0583498816,0.1225981149,0
27.32,21.6957600212,0.0091317703,0.020419259000000002,0.1855060995,0
21.5,18.9653020523,0.1332155667,0.29787906280000004,0.0812494491,1
26.1,16.3944524722,0.0160160338,0.0358129403,0.4384584632,0
24.62,7.1652213599,0.031663212600000004,0.0708010957,0.0918105602,0
24.84,13.4401664173,0.028612445400000002,0.0639793729,0.055703517,0
27.6,8.3918231939,0.008027031700000001,0.017948988500000002,0.133787432,0
26.2,18.0792095644,0.0152951935,0.0342010925,0.4365152832,0
23.9,18.3828706129,0.04411182,0.09863702810000001,0.3202715184,0
25.92,5.0013428598,0.0174002295,0.038908096,0.1416308045,0
24.26,23.0053158378,0.0373727432,0.0835679943,0.4309311836,0
24.34,10.9076871089,0.0360209346,0.0805452583,0.1165577939,0
25.66,21.2348817181,0.0196134944,0.043857106800000004,0.3938099009,0
26.3,8.081453263,0.0146067964,0.0326617897,0.1749703764,0
24.2,9.8205556757,0.038419789100000004,0.08590926010000001,0.2626539627,0
22.17,16.8683475324,0.09784868120000001,0.2187963027,0.2491898728,0
27.63,13.8527945685,0.0079168967,0.0177027191,0.3854916328,0
20.49,21.3098933754,0.21210698790000002,0.4742856434,0.1678031914,0
20.05,21.5089476691,0.2597496533,0.5808178820000001,0.1968344733,0
26.9,26.5509255762,0.011080388200000001,0.0247765013,0.479141756,0
21.75,21.8336419517,0.1187284988,0.2654849942,0.1457541728,0
21.73,21.8436875333,0.11982708010000001,0.2679414966,0.1457702864,0
27.4,5.2770699064,0.0088014652,0.019680674500000002,0.2204648897,0
25.1,8.1450322422,0.025383702900000003,0.0567596853,0.0800374869,0
22.6,1.5975066207,0.0802703167,0.1794898848,0.4713398882,0
24.6,6.7130410357,0.0319561887,0.07145621020000001,0.2552978522,0
28.36,17.0783532909,0.0056565936,0.0126485278,0.3767026773,0
26.3,9.8258872287,0.0146067964,0.0326617897,0.0854367534,0
21.8,16.7260285699,0.1160259082,0.2594418179,0.4696593342,0
26.5,16.4771934174,0.0133215567,0.0297879063,0.1596533842,0
31.008,1.9220906333,0.0016709174,0.0037362848,0.0010322613,0
25.0,23.2798599159,0.026580000000000003,0.059434686800000004,0.4383308995,0
19.57,29.07460441,0.3240074354,0.7245026508,0.1468997636,0
29.1,18.893095028,0.0040230458000000005,0.0089958039,0.4575992395,0
24.5,7.9851344003,0.033462237400000004,0.0748238376,0.1448027323,0
26.2,18.0792095644,0.0152951935,0.0342010925,0.4365152832,0
23.9,18.3828706129,0.04411182,0.09863702810000001,0.3202715184,0
25.92,5.0013428598,0.0174002295,0.038908096,0.1416308045,0
24.26,23.0053158378,0.0373727432,0.0835679943,0.4309311836,0
24.34,10.9076871089,0.0360209346,0.0805452583,0.1165577939,0
20.36,36.4366286631,0.2251930467,0.5035469604,0.4690597919,0
20.59,17.5035633933,0.2025606009,0.45293927310000004,0.1982409432,0
25.9,24.7638154344,0.0175612318,0.0392681082,0.4923917634,0
25.2,18.3052886428,0.0242412481,0.054205078600000005,0.3159312621,0
27.4,5.2770699064,0.0088014652,0.019680674500000002,0.2204648897,0
20.71,11.3204235086,0.191670368,0.42858797200000004,0.3438146165,1
29.6,2.4909296778,0.0031956189,0.0071456210000000004,0.1071683212,0
27.4,15.6836376558,0.0088014652,0.019680674500000002,0.3732323599,0
23.65,12.5722130199,0.049494276100000005,0.1106725658,0.4168037768,0
21.78,8.9475694271,0.11709948270000001,0.2618424035,0.132816596,0
28.19,12.5263297474,0.0061172324,0.013678547400000001,0.3328522955,0
19.8,30.6133900559,0.2914439045,0.6516883822,0.4641821988,1
23.5,18.4607085099,0.0530340723,0.1185877909,0.2363192641,0
28.6,4.583895952,0.0050647146,0.0113250461,0.3830375931,0
25.8,9.1989685645,0.018388867200000002,0.0411187571,0.2993209618,0
26.85,20.7275115909,0.011338483600000001,0.0253536201,0.09297387,0
20.54,24.6570869296,0.2072788434,0.4634895841,0.1913008438,1
23.0,13.123781032,0.0667659413,0.1492931834,0.2855227467,0
23.82,6.2038440879,0.0457672667,0.10233871950000001,0.4608376315,0
21.78,15.155325196,0.11709948270000001,0.2618424035,0.1114692063,0
25.9,9.7317036799,0.0175612318,0.0392681082,0.0895861306,0
22.725,5.9252991023,0.0757800656,0.1694493779,0.1343099376,0
26.8,19.5215233904,0.0116025908,0.0259441818,0.3863449879,0
29.5,11.5730711645,0.0033462237,0.0074823838,0.1777791427,0
26.6,21.1677926127,0.0127219879,0.0284472297,0.4153718015,0
27.4,4.8667809335,0.0088014652,0.019680674500000002,0.2842101537,0
28.1,23.4858179295,0.006376097900000001,0.0142573883,0.4880645479,0
23.41,17.403298758,0.0552783379,0.12360612130000001,0.4751995625,0
29.5,3.3974657911,0.0033462237,0.0074823838,0.1793097016,0
26.1,11.6659995051,0.0160160338,0.0358129403,0.154510979,0
26.4,16.2077052523,0.0139493823,0.0311917671,0.1423800579,0
19.66,12.3147719236,0.31085293810000003,0.6950883007,0.2971196035,0
24.5,12.2461515702,0.033462237400000004,0.0748238376,0.252181167,0
25.72,10.1493581757,0.0190789723,0.0426618789,0.2130218195,0
28.818,7.1762936295,0.0045809439,0.010243302000000001,0.0084483162,0
21.66,9.8683054146,0.12375278370000001,0.2767196367,0.1515882266,0
27.3,3.0952443408,0.009216265500000001,0.0206081961,0.1682964549,0
20.09,10.4851803818,0.25500868790000003,0.5702167609000001,0.1993217236,0
25.04,6.182981038,0.0260948603,0.0583498816,0.0809801949,0
27.4,10.1242993258,0.0088014652,0.019680674500000002,0.2539361048,0
26.99,3.1081056961,0.0106305314,0.023770591,0.1685417281,0
26.6,22.4517994095,0.0127219879,0.0284472297,0.4895800827,0
24.93,6.6748165102,0.0274507982,0.061381850700000004,0.0389324682,0
24.32,4.4780853717,0.0363542322,0.0812905344,0.1177812248,0
23.4,28.0721843162,0.0555334912,0.1241766613,0.2090570284,0
25.1,17.8522504933,0.025383702900000003,0.0567596853,0.2073719379,0
26.27,19.7581734106,0.014809997200000001,0.0331161605,0.4956226613,0
22.6,18.2342699012,0.0802703167,0.1794898848,0.1784808087,0
26.7,17.0278868366,0.0121494041,0.0271668934,0.2774899626,0
24.26,9.4162530655,0.0373727432,0.0835679943,0.32088218,0
19.73,13.7651529818,0.3009920165,0.6730386097000001,0.1060701515,0
24.58,13.0762564932,0.0322518756,0.0721173863,0.0816184863,0
25.93,8.5330490742,0.017320282700000002,0.0387293295,0.267462109,0
25.01,6.1320178069,0.026457876,0.0591616093,0.0796793368,0
23.2,17.1301484571,0.060891262200000004,0.1361570015,0.4793438266,0
25.0,15.6450995351,0.026580000000000003,0.059434686800000004,0.4131848448,0
27.1,5.7813375741,0.010105434200000001,0.0225964377,0.3534877903,0
27.9,12.2546741861,0.0069912523,0.0156329154,0.268976132,0
24.65,4.2075394235,0.031228777000000003,0.0698296682,0.0219020941,0
20.54,24.6570869296,0.2072788434,0.4634895841,0.1913008438,1
23.0,13.123781032,0.0667659413,0.1492931834,0.2855227467,0
23.82,6.2038440879,0.0457672667,0.10233871950000001,0.4608376315,0
21.78,15.155325196,0.11709948270000001,0.2618424035,0.1114692063,0
25.9,9.7317036799,0.0175612318,0.0392681082,0.0895861306,0
22.725,5.9252991023,0.0757800656,0.1694493779,0.1343099376,0
23.4,5.4839481719,0.0555334912,0.1241766613,0.2476563416,0
26.0,18.7323453875,0.0167708462,0.0375007522,0.2041085722,0
23.02,16.4183998583,0.0661538275,0.1479244553,0.2859031439,0
24.3,9.7104706028,0.0366906138,0.0820427065,0.260735792,0
24.9,6.8630374225,0.0278326768,0.0622357573,0.4244907671,0
23.8,17.608379672,0.046190746000000005,0.1032856481,0.4654154056,0
27.1,8.9298572366,0.010105434200000001,0.0225964377,0.2863185032,0
29.6,19.5890193943,0.0031956189,0.0071456210000000004,0.3961477009,0
21.25,14.0466347441,0.1494703242,0.33422580560000004,0.1168339737,0
27.0,13.6347125253,0.0105816886,0.023661375000000002,0.1793426377,0
31.008,1.9505376158,0.0016709174,0.0037362848,0.0010099645,0
26.2,13.0428095513,0.0152951935,0.0342010925,0.0798050678,0
25.45,10.7707171769,0.0216050351,0.0483103272,0.1290383357,0
24.4,15.3883398652,0.0350392641,0.0783501764,0.4056136419,0
23.29,12.8771960307,0.0584191154,0.13062911330000002,0.0399612494,0
25.0,7.4166651406,0.026580000000000003,0.059434686800000004,0.1682338042,0
25.09,6.0795351076,0.0255008688,0.0570216761,0.2636972222,0
24.4,28.146954899,0.0350392641,0.0783501764,0.4657657685,0
23.36,15.0140584537,0.0565659358,0.12648527780000002,0.1004555893,0
26.1,7.3783076884,0.0160160338,0.0358129403,0.3521616985,0
24.4,9.8708709535,0.0350392641,0.0783501764,0.3830825395,0
27.8,20.4824369256,0.0073207399000000005,0.016369672000000002,0.4389582748,0
26.9,11.385972102,0.011080388200000001,0.0247765013,0.2033420648,0
24.3,14.1956064885,0.0366906138,0.0820427065,0.1077552999,0
21.2,25.2441463566,0.1529519353,0.3420109247,0.4981095703,0
24.4,17.218732175,0.0350392641,0.0783501764,0.3593621545,0
20.89,9.8648062546,0.1764229081,0.3944936153,0.4449698766,0
27.0,9.2149760068,0.0105816886,0.023661375000000002,0.1960265143,0
24.8,12.6789433327,0.029144390500000002,0.0651688382,0.3299740969,0
24.57,14.6649270564,0.0324007435,0.07245026510000001,0.2718758774,0
25.5,15.0719108884,0.0211132445,0.0472106499,0.0587717533,0
26.17,10.822494148,0.015507970900000001,0.0346768771,0.2220302478,0
21.25,14.0466347441,0.1494703242,0.33422580560000004,0.1168339737,0
27.0,13.6347125253,0.0105816886,0.023661375000000002,0.1793426377,0
31.008,1.9505376158,0.0016709174,0.0037362848,0.0010099645,0
26.2,13.0428095513,0.0152951935,0.0342010925,0.0798050678,0
25.45,10.7707171769,0.0216050351,0.0483103272,0.1290383357,0
27.7,27.4750410566,0.0076657557000000005,0.0171411509,0.4296590089,0
26.8,6.2679225824,0.0116025908,0.0259441818,0.1196479919,0
27.6,8.4953124555,0.008027031700000001,0.017948988500000002,0.0984130003,0
24.98,21.5635603071,0.0268259417,0.0599846292,0.3827649888,0
25.05,16.4682638359,0.0259749653,0.058081788200000005,0.4427887817,0
21.2,27.920674683,0.1529519353,0.3420109247,0.3518495506,1
24.6,13.8516754215,0.0319561887,0.07145621020000001,0.3227675292,0
22.79,18.637052549,0.07354530890000001,0.1644523102,0.0695027589,0
21.55,13.9924817989,0.1301832102,0.2910985075,0.1862034557,1
21.9,20.7313353411,0.1108038821,0.2477650126,0.0886012091,1
26.4,11.6962254892,0.0139493823,0.0311917671,0.1994622797,0
24.03,22.1637792267,0.041548464300000004,0.0929051906,0.4267418708,0
26.0,4.52255694,0.0167708462,0.0375007522,0.1149842808,0
28.7,6.4397323609,0.0048367649,0.0108153351,0.0341519904,0
21.3,13.6551139299,0.1460679643,0.3266178974,0.3725052672,1
26.66,10.4162115106,0.0123752784,0.0276719637,0.1944785255,0
24.02,6.1270960936,0.0417402433,0.0933340215,0.0695012712,0
24.78,15.8620725849,0.0294140602,0.06577183810000001,0.225460605,0
23.59,27.1122029124,0.0508809225,0.11377320140000001,0.4679558467,0
24.8,23.3579245423,0.029144390500000002,0.0651688382,0.2929229332,0
27.3,11.7584469823,0.009216265500000001,0.0206081961,0.262218768,0
27.04,4.1959625318,0.010388551000000001,0.0232295062,0.0686048969,0
23.01,18.2949230198,0.0664591797,0.1486072436,0.1650236691,0
25.05,3.0338319722,0.0259749653,0.058081788200000005,0.3874635392,0
28.26,12.7478181007,0.0059231806,0.0132446345,0.3013797773,0
24.29,7.976227195,0.036859969900000004,0.0824213984,0.300387175,0
23.89,3.3830301903,0.0443154309,0.099092316,0.1261419871,0
27.46,5.7872736231,0.008561600800000001,0.019144321500000002,0.0340505683,0
24.6,12.2237645562,0.0319561887,0.07145621020000001,0.0754932177,0
25.24,9.9713946826,0.0237987955,0.053215724400000004,0.0344850258,0
23.0,27.1475530179,0.0667659413,0.1492931834,0.483939334,0
20.15,18.3772950153,0.24805899320000002,0.5546767711,0.1728273208,0
25.3,10.5347271101,0.023150212200000003,0.0517654482,0.1517146357,0
22.3,11.9102248273,0.0921626549,0.2060819612,0.1507901973,0
24.7,21.2400110534,0.0305179233,0.0682401509,0.4203327619,0
26.05,7.4682141339,0.0163890951,0.036647130800000004,0.125663944,0
24.7,9.4188683384,0.0305179233,0.0682401509,0.1735513276,0
27.6,10.126610369,0.008027031700000001,0.017948988500000002,0.2411312284,0
27.5,9.3419562728,0.008405334,0.0187948982,0.0408334628,0
27.7,9.3136818769,0.0076657557000000005,0.0171411509,0.2736090853,0
28.9,8.069741293,0.0044111820000000005,0.0098637028,0.4463719423,0
25.7,11.0826996957,0.019255507800000002,0.0430566244,0.3610721303,0
24.4,34.1829267442,0.0350392641,0.0783501764,0.4869829218,0
24.4,4.5507998261,0.0350392641,0.0783501764,0.2568724015,0
21.68,15.3224524254,0.1226182113,0.2741826558,0.11982964,0
26.3,8.4517094845,0.0146067964,0.0326617897,0.3161366892,0
24.76,8.3080175418,0.0296862251,0.0663804174,0.0959340393,0
26.8,16.1827794551,0.0116025908,0.0259441818,0.4507600719,0
25.86,9.0762322052,0.0178877195,0.039998156800000004,0.0376722708,0
23.03,17.5234709193,0.0658498783,0.1472448042,0.4936057153,0
25.6,21.7308536379,0.0201629919,0.0450858206,0.4471087939,0
22.17,10.7712670741,0.09784868120000001,0.2187963027,0.1175045548,0
23.3,18.773857837,0.058150704000000004,0.13002892700000002,0.3265977467,0
28.3,19.5174787243,0.0058150704000000004,0.013002892700000001,0.2181060487,0
22.82,16.1520033214,0.07253622950000001,0.1621959399,0.4997787713,0
27.6,5.9750931502,0.008027031700000001,0.017948988500000002,0.3871687212,0
23.9,8.2865047366,0.04411182,0.09863702810000001,0.4251939797,0
22.66,9.8256831507,0.07808272770000001,0.1745982871,0.3620869824,0
22.0,16.6897648595,0.1058168859,0.23661375010000002,0.1621541189,0
23.84,16.6608973315,0.0453476699,0.1014004725,0.201090234,0
26.0,4.52255694,0.0167708462,0.0375007522,0.1149842808,0
28.7,6.4397323609,0.0048367649,0.0108153351,0.0341519904,0
21.3,13.6551139299,0.1460679643,0.3266178974,0.3725052672,1
26.66,10.4162115106,0.0123752784,0.0276719637,0.1944785255,0
27.2,18.629036066,0.0096506147,0.0215794305,0.1325387416,0
23.1,7.7929454148,0.06376097900000001,0.1425738833,0.4972211011,0
24.5,11.3838752664,0.033462237400000004,0.0748238376,0.0605872265,0
31.008,2.0778105908,0.0016709174,0.0037362848,0.0009131849,0
24.72,8.6620544536,0.0302381333,0.0676145215,0.2326230506,0
23.07,10.4833933739,0.0646479826,0.1445572836,0.1639759792,0
24.51,8.739319494,0.0333084924,0.0744800533,0.2513660358,0
25.71,3.8830804535,0.019167036800000002,0.0428587972,0.3192252896,0
26.8,6.7632180944,0.0116025908,0.0259441818,0.1514545282,0
28.5,14.6530452695,0.0053034072000000005,0.011858779100000001,0.1697584993,0
28.0,17.2201516264,0.006676594100000001,0.014929318300000001,0.4063589029,0
28.0,17.0281866342,0.006676594100000001,0.014929318300000001,0.3769567539,0
26.3,13.9317773956,0.0146067964,0.0326617897,0.165915513,0
22.8,25.5399065374,0.0732073989,0.1636967205,0.2867223864,0
26.4,20.8397691419,0.0139493823,0.0311917671,0.4357361931,0
21.9,12.5865835379,0.1108038821,0.2477650126,0.0159613679,1
24.5,11.8402695692,0.033462237400000004,0.0748238376,0.2067912467,0
21.86,14.5111954082,0.11286388010000001,0.2523713081,0.0897039645,1
31.008,0.256355538,0.0016709174,0.0037362848,0.0025549806,0
23.9,10.9895822727,0.04411182,0.09863702810000001,0.3130135696,0
19.87,4.2049246419,0.2821986791,0.6310154296,0.4068249699,0
21.48,25.6612162793,0.1344481952,0.30063530380000003,0.4861874515,1
23.77,11.261116041,0.0468333233,0.1047224945,0.106564193,0
25.9,15.0766540793,0.0175612318,0.0392681082,0.229389637,0
27.2,11.0770686532,0.0096506147,0.0215794305,0.3824081752,0
29.3,3.5864568796,0.0036690614,0.0082042706,0.1644760079,0
22.83,23.7317720142,0.0722029558,0.16145071730000002,0.4503520084,0
28.0,9.0053511324,0.006676594100000001,0.014929318300000001,0.3070338938,0
22.3,14.8178093106,0.0921626549,0.2060819612,0.1513678871,0
25.4,6.4631206467,0.022108281,0.049435619300000004,0.1017633467,0
29.2,19.763823811,0.0038419789,0.008590926,0.4753788852,0
20.38,14.695600993,0.2231284644,0.4989304142,0.1651465449,1
22.6,22.4632075992,0.0802703167,0.1794898848,0.4415550628,0
23.67,10.3832508943,0.0490405098,0.1096579137,0.2451839714,0
22.49,12.2083062356,0.0844413128,0.1888165155,0.0652847315,0
23.8,21.3605032627,0.046190746000000005,0.1032856481,0.3448613242,0
24.23,12.2579125083,0.037892649800000004,0.0847305409,0.2161434336,0
27.4,6.3633048429,0.0088014652,0.019680674500000002,0.0322424607,0
23.1,20.9634503519,0.06376097900000001,0.1425738833,0.1384641474,0
24.32,2.598820709,0.0363542322,0.0812905344,0.1354515274,0
26.0,13.7679230177,0.0167708462,0.0375007522,0.4677252407,0
18.7,4.6294970536,0.48367648820000003,1.0815335068,0.1971562403,0
25.02,8.140795597,0.0263363131,0.058889786400000005,0.4246366426,0
25.0,15.2277684061,0.026580000000000003,0.059434686800000004,0.2388010549,0
25.87,4.8764982064,0.0178055329,0.039814382,0.0649339204,0
24.6,6.1519010319,0.0319561887,0.07145621020000001,0.2967657972,0
22.98,26.6967391652,0.06738371900000001,0.1506745763,0.3803940055,0
25.96,20.3532977015,0.0170826395,0.0381979432,0.456354755,0
23.3,19.3763908194,0.058150704000000004,0.13002892700000002,0.3799292623,0
26.8,6.7632180944,0.0116025908,0.0259441818,0.1514545282,0
28.5,14.6530452695,0.0053034072000000005,0.011858779100000001,0.1697584993,0
25.68,5.7012071799,0.0194336768,0.0434550225,0.0848674807,0
22.08,20.4204476756,0.1019893859,0.22805519970000002,0.445660246,0
25.5,9.5992586985,0.0211132445,0.0472106499,0.1855574868,0
23.93,16.1923738104,0.0435065831,0.0972836774,0.0936212565,0
27.8,9.8879929217,0.0073207399000000005,0.016369672000000002,0.1530299101,0
28.0,17.2201516264,0.006676594100000001,0.014929318300000001,0.4063589029,0
28.0,17.0281866342,0.006676594100000001,0.014929318300000001,0.3769567539,0
26.3,13.9317773956,0.0146067964,0.0326617897,0.165915513,0
22.8,25.5399065374,0.0732073989,0.1636967205,0.2867223864,0
26.4,20.8397691419,0.0139493823,0.0311917671,0.4357361931,0
21.9,12.5865835379,0.1108038821,0.2477650126,0.0159613679,1
26.4,16.3123621065,0.0139493823,0.0311917671,0.1297064106,0
20.78,15.8792524037,0.18559017300000002,0.4149922428,0.2596352809,0
23.6,9.4977057901,0.0506471459,0.1132504611,0.092415296,0
24.7,25.4192903334,0.0305179233,0.0682401509,0.4697465871,0
22.3,19.3029831513,0.0921626549,0.2060819612,0.4667719123,0
22.83,11.3944990023,0.0722029558,0.16145071730000002,0.3092218904,0
24.56,6.6188828838,0.0325502986,0.0727846803,0.1276969782,0
25.8,16.4691841198,0.018388867200000002,0.0411187571,0.3733433095,0
26.8,14.5205731099,0.0116025908,0.0259441818,0.4511785031,0
30.1,7.5099278532,0.0025383703,0.005675968500000001,0.034621306,0
21.0,20.0178766677,0.16770846220000002,0.3750075218,0.0334093061,1
25.9,4.7525340075,0.0175612318,0.0392681082,0.114845063,0
23.64,14.7121805405,0.0497227313,0.1111834072,0.0687193819,0
22.6,24.7946417574,0.0802703167,0.1794898848,0.421040582,0
25.0,18.4721971775,0.026580000000000003,0.059434686800000004,0.3197954634,0
25.7,16.8950158724,0.019255507800000002,0.0430566244,0.1060049197,0
19.0,6.3009124131,0.42126461060000003,0.9419763057,0.1143394899,0
22.5,7.7183024532,0.0840533402,0.18794898240000002,0.1639179522,0
25.13,8.4475019924,0.0250354255,0.0559809132,0.0413352269,0
31.008,1.8928667838,0.0016709174,0.0037362848,0.0010661619,0
23.6,8.6026222494,0.0506471459,0.1132504611,0.4843907267,0
25.61,7.0514006556,0.020070351400000002,0.044878670100000004,0.0773325371,0
23.76,5.520362324,0.047049496100000004,0.1052058716,0.1096294963,0
23.763,5.5198341841,0.0469845397,0.10506062470000001,0.1096187172,0
23.06,4.5096531454,0.0649463841,0.1452245297,0.391363153,0
23.95,6.763729268,0.043107712400000005,0.09639177530000001,0.1541645897,0
27.5,11.2982126719,0.008405334,0.0187948982,0.3373871748,0
25.4,14.7887121663,0.022108281,0.049435619300000004,0.1248907184,0
25.9,17.4560222859,0.0175612318,0.0392681082,0.459872451,0
24.1,9.5388195726,0.040230458000000004,0.0899580388,0.1314975064,0
27.3,11.261352012,0.009216265500000001,0.0206081961,0.4515435999,0
22.44,12.3371947936,0.0864082036,0.1932146172,0.1899022174,0
21.39,8.3230963537,0.1401376972,0.31335741710000004,0.1055375248,1
24.7,16.6134221995,0.0305179233,0.0682401509,0.3534691859,0
23.2,18.436195959,0.060891262200000004,0.1361570015,0.4192100776,0
21.24,21.1193072666,0.15016024790000002,0.3357685218,0.1507705627,0
26.1,10.9870143925,0.0160160338,0.0358129403,0.4967556885,0
26.1,19.5886785733,0.0160160338,0.0358129403,0.4142110201,0
24.95,12.5000750526,0.027199127700000002,0.0608190985,0.0263949412,0
25.1,10.474424748,0.025383702900000003,0.0567596853,0.2890685287,0
22.46,8.4428704069,0.08561600850000001,0.19144321490000002,0.3900982128,0
24.35,18.3706197725,0.035855433400000004,0.08017518650000001,0.1940960974,0
19.0,6.3009124131,0.42126461060000003,0.9419763057,0.1143394899,0
22.5,7.7183024532,0.0840533402,0.18794898240000002,0.1639179522,0
25.13,8.4475019924,0.0250354255,0.0559809132,0.0413352269,0
31.008,1.8928667838,0.0016709174,0.0037362848,0.0010661619,0
23.76,8.4832665237,0.047049496100000004,0.1052058716,0.0552034873,0
24.1,5.0897545335,0.040230458000000004,0.0899580388,0.2355779182,0
25.7,23.0155017756,0.019255507800000002,0.0430566244,0.3430311797,0
22.7,7.32181002,0.0766575574,0.1714115092,0.4126372252,0
26.9,6.8450449669,0.011080388200000001,0.0247765013,0.3311125274,0
25.61,6.394022835,0.020070351400000002,0.044878670100000004,0.231976086,0
26.7,27.1135875174,0.0121494041,0.0271668934,0.4791940984,0
25.45,10.9281057915,0.0216050351,0.0483103272,0.1842489961,0
27.0,4.8179073545,0.0105816886,0.023661375000000002,0.1781539536,0
19.4,9.055993128,0.3503926411,0.7835017643000001,0.157907663,0
28.8,5.1878591188,0.0046190746,0.0103285648,0.0865923902,0
28.9,16.3404346038,0.0044111820000000005,0.0098637028,0.3743428277,0
26.8,18.457388993,0.0116025908,0.0259441818,0.2148621139,0
25.0,17.726244852,0.026580000000000003,0.059434686800000004,0.3465589302,0
28.12,5.7673688425,0.0063176415,0.0141266758,0.3355444647,0
25.73,8.8212206019,0.0189913123,0.042465865400000004,0.0195060987,0
27.2,6.9841518839,0.0096506147,0.0215794305,0.2706843796,0
26.1,8.4659799448,0.0160160338,0.0358129403,0.2264487292,0
25.5,17.2474925975,0.0211132445,0.0472106499,0.293392436,0
20.51,25.7029012462,0.2101623793,0.4699373665,0.0867140329,1
27.8,8.2223229168,0.0073207399000000005,0.016369672000000002,0.1136859376,0
26.92,3.6798098658,0.0109788026,0.0245493489,0.0125774935,0
23.43,25.6351828691,0.0547715431,0.12247289360000001,0.3767076006,0
24.1,12.5590547769,0.040230458000000004,0.0899580388,0.1786570102,0
26.6,9.2039677106,0.0127219879,0.0284472297,0.4763909985,0
24.5,23.1735215776,0.033462237400000004,0.0748238376,0.3111188465,0
21.08,4.342790586,0.1616422833,0.3614431336,0.4109055212,0
19.45,32.9562223991,0.3424167308,0.7656670868000001,0.4943531768,1
24.36,4.3868948495,0.0356906927,0.079806815,0.0209711918,0
28.8,7.7283027016,0.0046190746,0.0103285648,0.3703667015,0
25.34,12.7143370778,0.0227276732,0.0508206223,0.1225824379,0
21.13,9.6378356688,0.1579628558,0.35321568340000004,0.1514612803,1
23.76,8.4832665237,0.047049496100000004,0.1052058716,0.0552034873,0
24.1,5.0897545335,0.040230458000000004,0.0899580388,0.2355779182,0
25.7,23.0155017756,0.019255507800000002,0.0430566244,0.3430311797,0
22.7,7.32181002,0.0766575574,0.1714115092,0.4126372252,0
28.8,5.1878591188,0.0046190746,0.0103285648,0.0865923902,0
28.9,16.3404346038,0.0044111820000000005,0.0098637028,0.3743428277,0
22.7,19.1782256853,0.0766575574,0.1714115092,0.3704470583,0
23.87,15.830553113,0.0447254765,0.10000920590000001,0.2098130889,0
26.4,12.0715275864,0.0139493823,0.0311917671,0.2339183478,0
28.6,3.8353383511,0.0050647146,0.0113250461,0.2794294004,0
25.45,11.4318107016,0.0216050351,0.0483103272,0.0154639838,0
24.35,9.4899753683,0.035855433400000004,0.08017518650000001,0.0375895215,0
22.68,11.8373568919,0.07736686100000001,0.1729975604,0.0835329554,0
26.09,23.7797514146,0.0160899605,0.0359782453,0.4659424415,0
25.24,23.5686586395,0.0237987955,0.053215724400000004,0.4065687793,0
25.6,15.4483890923,0.0201629919,0.0450858206,0.1977883346,0
26.3,14.9305940719,0.0146067964,0.0326617897,0.2567333199,0
19.41,23.2049022366,0.34878273320000003,0.7799019007,0.4742674464,1
23.44,4.9867589998,0.054519890700000004,0.1219101818,0.0710601556,0
26.2,9.0198597041,0.0152951935,0.0342010925,0.1947592281,0
26.1,4.0642011208,0.0160160338,0.0358129403,0.1090769657,0
21.85,14.3720216922,0.11338483610000001,0.2535362011,0.3610640067,0
22.01,9.926256288,0.1053307015,0.2355266087,0.1887277118,0
20.98,9.6545350326,0.16926024950000002,0.37847742370000004,0.1046715498,1
26.8,15.7246380921,0.0116025908,0.0259441818,0.323082561,0
18.54,21.2726541157,0.5206609142,1.1642331974,0.088571479,0
29.3,8.7817643402,0.0036690614,0.0082042706,0.4334227896,0
27.6,7.2045211053,0.008027031700000001,0.017948988500000002,0.306171095,0
23.7,13.5865023989,0.0483676488,0.1081533507,0.3065483059,0
27.5,7.3058469868,0.008405334,0.0187948982,0.2586669601,0
24.2,17.8238887632,0.038419789100000004,0.08590926010000001,0.0586029745,0
17.9,15.951919583,0.6991252322,1.5632915441000002,0.2430971627,1
24.92,15.4970112653,0.027577505300000003,0.0616651765,0.2738890522,0
23.3,8.2556979881,0.058150704000000004,0.13002892700000002,0.049644395,0
23.83,5.1629796255,0.045556985200000004,0.1018685158,0.3573581908,0
